_id,Group,Name,Description
2452,"Sculptors, painters and related artists",ช่างแกะสลัก ช่างปั้น ช่างหล่อ ช่างวาดภาพและช่างศิลปะอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่คิดสร้างสรรค์งานศิลปะด้านการแกะสลัก งานปั้น งานหล่อ งานวาดรูป การวาดภาพระบายสีเหมือนจริง วาดภาพการ์ตูนล้อเลียน การออกแบบและวาดภาพประกอบหนังสือ นิตยสาร รวมถึงการซ่อมแซมบูรณะภาพวาด ศิลปะวัตถุต่าง ๆ และการวาดภาพจำลอง ย่อส่วนขนาดสิ่งของให้เล็กลง
2453,"Composers, musicians and singers",นักประพันธ์เพลง นักดนตรีและนักร้อง,ทำหน้าที่คิดสร้างสรรค์ประพันธ์และดัดแปลงบทเพลงต่าง ๆ การเรียบเรียงดนตรีแสดงดนตรีเป็นกลุ่ม การเล่นดนตรีทั้งการแสดงเดี่ยว หรือแสดงร่วมในวง และการร้องเพลงเดี่ยวหรือร้องประสานเสียง
2454,Choreographers and dancers,นักประดิษฐ์ท่าเต้นและนักเต้นรำ,ทำหน้าที่คิดสร้างสรรค์ท่าเต้นรำต่าง ๆ ซึ่งมักเป็นการเสนอเรื่องราวความคิด หรืออารมณ์โดยใช้รูปแบบของการเต้นรำ การเคลื่อนไหวและท่าทางต่าง ๆ รวมถึงแสดงการเต้นรำเดี่ยวหรือกับคู่เต้น
2455,"Film, stage and related actors and directors",นักแสดงและผู้กำกับภาพยนตร์ ละครและงานสาขาอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่แสดง หรือกำกับภาพยนตร์ การผลิตรายการต่าง ๆ ทางโทรทัศน์ วิทยุ หรือการแสดงบนเวที การแนะนำนักแสดงเกี่ยวกับวิธีการและกำกับการแสดง เล่าเรื่องหรืออ่านออกเสียงงานวรรณกรรมต่าง ๆ เพื่อให้ความรู้หรือความบันเทิงแก่ผู้ฟัง รวมทั้งเป็นผู้คัดเลือกนักแสดงและกำหนดเครื่องแต่งกายของนักแสดง การออกแบบฉาก การออกระบบแสงหรือเสียง
2460,Religious professionals,ผู้ประกอบวิชาชีพที่เกี่ยวกับศาสนา,ทำหน้าที่เป็นผู้ดำเนินการกระทำเกี่ยวกับประเพณี วิถีปฏิบัติ และความเชื่ออันศักดิ์สิทธิ์เกี่ยวกับพิธีกรรมทางศาสนาและการบูชา ให้คำแนะนำทางด้านจิตวิญญาณและจริยธรรมตามศาสนาที่นับถือ รวมถึงการเผยแพร่หลักคำสอนทางศาสนา ทั้งในประเทศหรือต่างประเทศ เป็นประธานในการประกาศทางศาสนา เช่น พิธีเกี่ยวกับการสร้างหรือการไถ่บาป การล้างบาป พิธีบวงสรวงเทพเจ้ารวมทั้งการเฉลิมฉลองและดำเนินพิธีกรรมทางศาสนาเกี่ยวกับการเข้ารีต
3111,Chemical and physical science technicians,ช่างเทคนิคทางด้านเคมีและวิทยาศาสตร์กายภาพ,ทำหน้าที่ทางเทคนิคที่เกี่ยวกับการค้นคว้าวิจัยด้านเคมี ฟิสิกส์ ธรณีวิทยา อุตุนิยมวิทยาและดาราศาสตร์ ตลอดจนการพัฒนาทางด้านอุตสาหกรรม การแพทย์ การทหารและการประยุกต์ใช้งานของผลการค้นคว้าวิจัยต่าง ๆ โดยทำการเก็บรวบรวมตัวอย่าง ช่วยเหลือในการออกแบบ จัดเตรียมวัสดุอุปกรณ์และดำเนินการทดลอง ทดสอบและวิเคราะห์ต่าง ๆ รวมถึงการบำรุงรักษาและซ่อมแซมอุปกรณ์ค้นคว้าวิจัย
3112,Civil engineering technicians,ช่างเทคนิคทางด้านวิศวกรรมโยธา,ทำหน้าที่ทางเทคนิคที่เกี่ยวกับวิศวกรรมโยธา โดยเป็นตัวแทนหรือช่วยเหลือสถาปนิกและวิศวกรโยธา ในการทดสอบสภาพดินและวัสดุก่อสร้างของสิ่งปลูกสร้างและโครงสร้างอื่น ๆ รวมทั้งการออกแบบก่อสร้าง การดำเนินงาน การบำรุงรักษาและซ่อมแซมสิ่งปลูกสร้าง เช่น ถนน สะพาน เขื่อนเก็บน้ำ ฯลฯ เพื่อให้แน่ใจว่าการก่อสร้างได้ดำเนินการไปตามข้อกำหนด รักษามาตรฐานของวัสดุและฝีมือการก่อสร้าง ฯลฯ ในการออกแบบและรักษามาตรฐานของวัสดุและฝีมือการก่อสร้าง ฯลฯ
3113,Electrical engineering technicians,ช่างเทคนิคทางด้านวิศวกรรมไฟฟ้า,ทำหน้าที่ในการสนับสนุนทางเทคนิคที่เกี่ยวกับการค้นคว้าวิจัยและพัฒนาทางด้านวิศวกรรมไฟฟ้า รวมทั้งการออกแบบและควบคุมการผลิต การติดตั้งอุปกรณ์และวงจรไฟฟ้า การใช้งาน การบำรุงรักษาและซ่อมแซมระบบอุปกรณ์ไฟฟ้า
3114,Electronics and telecommunications engineering technicians,ช่างเทคนิคทางด้านวิศวกรรมอิเล็กทรอนิกส์และโทรคมนาคม,ทำหน้าที่ให้การสนับสนุนทางเทคนิคที่เกี่ยวกับการค้นคว้าวิจัยและพัฒนาอุปกรณ์อิเล็กทรอนิกส์และอุปกรณ์โทรคมนาคม รวมทั้งการออกแบบและควบคุมการผลิต การใช้งาน การบำรุงรักษาและซ่อมแซม ฯลฯ เพื่อให้มั่นใจในประสิทธิภาพการใช้งาน
3115,Mechanical engineering technicians,ช่างเทคนิคทางด้านวิศวกรรมเครื่องกล,ทำหน้าที่ให้การสนับสนุนทางเทคนิคที่เกี่ยวกับการค้นคว้าวิจัยและพัฒนาเครื่องจักรต่าง ๆ รวมทั้งการออกแบบสำหรับการผลิต การควบคุมกำกับดูแลทางเทคนิคสำหรับการผลิต การทดสอบต้นแบบ การติดตั้งอุปกรณ์สิ่งอำนวยความสะดวกต่าง ๆ การใช้งาน การบำรุงรักษาและการซ่อมแซมเครื่องจักรและอุปกรณ์การติดตั้ง รวมถึงการใช้เทคนิคเพื่องานสำรวจทางทะเลที่เกี่ยวกับท้องเรือ เครื่องมือ อุปกรณ์และสินค้า
3116,Chemical engineering technicians,ช่างเทคนิคทางด้านวิศวกรรมเคมี,ทำหน้าที่ให้การสนับสนุนทางเทคนิคที่เกี่ยวกับ การค้นคว้าวิจัยและพัฒนากระบวนการทางอุตสาหกรรม เคมี ออกแบบและเตรียมการวางผังโรงงานเคมีภัณฑ์ตามรายละเอียดที่กำหนด การทดสอบต้นแบบ รวมทั้งการติดตั้ง การปฏิบัติการ การบำรุงรักษาและซ่อมแซมโรงงานเคมีภัณฑ์และให้ความช่วยเหลือทางเทคนิคเกี่ยวกับคุณลักษณะในเชิงเทคนิคของวัสดุ ผลิตภัณฑ์และกระบวนการต่าง ๆ
3117,Mining and metallurgical technicians,ช่างเทคนิคทางด้านวิศวกรรมเหมืองแร่และโลหะวิทยา,ทำหน้าที่ให้การสนับสนุนทางเทคนิคที่เกี่ยวกับการค้นคว้าวิจัย เพื่อพัฒนาและควบคุมวิธีการผลิตแร่ น้ำมันและก๊าซธรรมชาติ รวมถึงการสำรวจขุดเจาะ การทดสอบต้นแบบ การสำรวจในเชิงธรณีวิทยาและการสร้างแผนที่ การออกแบบและการวางผังระบบต่าง ๆ การก่อสร้าง การขนส่งและสถานที่เก็บรักษาแร่ น้ำมันและก๊าซธรรมชาติ อุปกรณ์ติดตั้ง การทำเหมือง โรงงานถลุงแร่ การบำรุงรักษาและซ่อมแซมเหมืองแร่
3118,Draughtspersons,ช่างเขียนแบบสาขาต่าง ๆ,ทำหน้าที่จัดเตรียมและแก้ไขแบบเขียนทางเทคนิคที่ใช้ในการปฏิบัติงานจากภาพสเก็ตต่าง ๆ 'ที่ออกแบบโดยวิศวกรและผู้ออกแบบสำหรับใช้ในการผลิต การสร้างและการติดตั้งเครื่องจักรและอุปกรณ์ หรือสำหรับการก่อสร้าง ดัดแปลง บำรุงรักษาและซ่อมแซมสิ่งปลูกสร้าง การคัดลอกแผนที่โดยใช้อุปกรณ์วัดแบบสเตริโอในการวัดข้อมูลแผนที่ เพื่อใช้ในการเตรียมและแก้ไขแผนที่ความสูง แผนที่ตารางน้ำ แผนที่สาธารณูปโภคและแผนที่สำคัญอื่น ๆ และคัดลอกแบบเขียนและภาพแสดงต่าง ๆ ลงบนแผ่นแม่พิมพ์ หรือโลหะสำหรับการพิมพ์
3119,Physical and engineering science technicians not elsewhere classified,ช่างเทคนิคทางด้านวิทยาศาสตร์กายภาพและวิศวกรรมศาสตร์ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ทำหน้าที่ทางเทคนิคที่เกี่ยวกับประสิทธิภาพการผลิต การรวบรวมข้อมูลและการช่วยเหลือในเรื่องการวางแผนการผลิตและการควบคุมการทำงาน การใช้บุคลากร วัสดุ อุปกรณ์ และการจัดผังโรงงานให้ปลอดภัยและประหยัด รวมทั้งให้คำแนะนำทางเทคโนโลยีของวัสดุอุปกรณ์ต่าง ๆ ในกระบวนการผลิต
3121,Computer assistants,ผู้ช่วยงานด้านคอมพิวเตอร์,ทำหน้าที่ให้ความช่วยเหลือแก่ผู้ใช้ระบบไมโครคอมพิวเตอร์และระบบซอฟต์แวร์มาตรฐานเมื่อทำการติดตั้ง และเมื่อมีปัญหาต่าง ๆ เกิดขึ้น ทำการติดตั้งโปรแกรมใหม่ลงในอุปกรณ์ฮาร์ดแวร์ ติดตั้งอุปกรณ์ต่อพ่วงใหม่และบำรุงรักษา ปรับปรุงให้ทันสมัยสำหรับโปรแกรมที่ใช้งานอยู่ โดยการแก้ไขและปรับปรุงโปรแกรมเหล่านั้น ภายใต้การแนะนำของผู้ประกอบวิชาชีพด้านคอมพิวเตอร์
3122,Computer equipment operators,ผู้ปฏิบัติการอุปกรณ์คอมพิวเตอร์,ทำหน้าที่ควบคุมอุปกรณ์ต่อพ่วงและอุปกรณ์ที่เกี่ยวข้องกับคอมพิวเตอร์ที่ใช้สำหรับบันทึกเก็บรักษาถ่ายทอดและประมวลผลข้อมูล สำหรับแสดงข้อมูลเป็นตัวอักษร ตัวเลขหรือเส้นกราฟลงบนจอแสดงผล กระดาษหรือแผ่นฟิล์ม ตามคำขอของผู้ใช้บริการ โดยใส่เทปบันทึกแม่เหล็กและแผ่นดิสก์บรรจุข้อมูล ในรูปแบบที่เครื่องคอมพิวเตอร์สามารถอ่านได้ รวมทั้งทำการสำรองข้อมูล
3123,Industrial robot controllers,ผู้ควบคุมหุ่นยนต์อุตสาหกรรม,ทำหน้าที่ควบคุมการปฏิบัติงานของหุ่นยนต์ ตั้งโปรแกรมหรือปรับปรุงโปรแกรมใหม่ให้กับหุ่นยนต์ เพื่อให้สามารถปฏิบัติงานได้ภายในขีดความสามารถของหุ่นยนต์ และสามารถปรับปรุงแก้ไขการทำงานของหุ่นยนต์ได้ ในกรณีที่หุ่นยนต์เสียไม่สามารถปฏิบัติงานได้
3131,Photographers and image and sound recording equipment operators,ช่างถ่ายภาพและผู้ปฏิบัติการอุปกรณ์บันทึกภาพและเสียง,ทำหน้าที่ถ่ายภาพของบุคคลหรือกลุ่มบุคคลต่าง ๆ สำหรับงานโฆษณาหรือวัตถุประสงค์อื่น ๆ เช่น งานด้านพาณิชยกรรม อุตสาหกรรมหรือวิทยาศาสตร์ และใช้เป็นภาพแสดงประกอบเรื่องราวและบทความต่าง ๆ ในหนังสือพิมพ์ นิตยสารและสิ่งพิมพ์อื่น ๆ รวมถึงควบคุมการทำงานของกล้องถ่ายภาพยนตร์ วีดิโอ แผ่นเสียง เทปบันทึกเสียง แผ่นดิสก์ดิจิตัลและกล้องชนิดพิเศษอื่น ๆ ที่ใช้สำหรับการบันทึกภาพและเสียง การตัดต่อและเรียบเรียงภาพ เพื่อสร้างผลงานทางด้านภาพและเสียง
3132,Broadcasting and telecommunications equipment operators,ผู้ปฏิบัติการอุปกรณ์การแพร่ภาพกระจายเสียงและโทรคมนาคม,ทำหน้าที่ควบคุมการทำงานด้านเทคนิคของอุปกรณ์การส่งและแพร่ภาพกระจายเสียง และระบบสัญญาณดาวเทียมสำหรับรายการวิทยุและโทรทัศน์ จากรายการที่บันทึกไว้ล่วงหน้าหรือภาพและเสียงของรายการสด ควบคุมการฉายภาพยนตร์และควบคุมระบบการสื่อสารทางวิทยุ การบริการด้านดาวเทียมและระบบมัลติเพล็กส์ ทั้งบนบก ทะเลและในอากาศยาน
3133,Medical equipment operators,ผู้ปฏิบัติการอุปกรณ์ทางการแพทย์,ทำหน้าที่ควบคุมอุปกรณ์ทางเทคนิคต่าง ๆ ที่ใช้สำหรับการวินิจฉัยหรือบำบัดรักษาโรคและความผิดปกติของระบบประสาทและอวัยวะต่าง ๆ หรือปฏิบัติงานในด้านอุปกรณ์คลื่นวิทยุ หรือการวางยาสลบ รวมถึงการบำรุงรักษาอุปกรณ์เทคนิคต่าง ๆ
3139,Optical and electronic equipment operators not elsewhere classified,ผู้ปฏิบัติการอุปกรณ์ที่ใช้ในด้านทัศนศาสตร์และอิเล็กทรอนิกส์ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ในรหัสอาชีพนี้ ครอบคลุมผู้ปฏิบัติการอุปกรณ์ที่ใช้ในด้านทัศนศาสตร์และอิเล็กทรอนิกส์ซึ่งมิได้จัดประเภทไว้ในหมวด 313 ผู้ปฏิบัติการอุปกรณ์ที่ใช้ในด้านทัศนศาสตร์และอิเล็กทรอนิกส์
3141,Ships' engineers,วิศวกรหรือช่างเครื่องประจำเรือ,ทำหน้าที่ควบคุมและเข้าร่วมปฏิบัติการ กำกับดูแลทางเทคนิคในการติดตั้ง การบำรุงรักษาและซ่อมแซมเครื่องจักรอุปกรณ์ เครื่องกลไฟฟ้าและอิเล็กทรอนิกส์และเครื่องจักรอุปกรณ์ต่าง ๆ บนเรือรวมถึงการสั่งซื้อเชื้อเพลิงและสิ่งของพัสดุอื่น ๆ ที่จำเป็นสำหรับห้องเครื่องยนต์ และทำการรักษาบันทึกประวัติของการปฏิบัติการ
3142,Ships' deck officers and pilots,เจ้าหน้าที่ประจำห้องบังคับการเรือและผู้นำร่อง,ทำหน้าที่ควบคุมและนำร่องเรือหรือยานที่มีลักษณะคล้ายคลึงกัน ทั้งในทะเลและร่องน้ำบนบก ในห้องบังคับการเรือและสะพาน สังเกตการณ์การเดินเรือ และต้องมีความสามารถพิเศษในการนำร่องเรือเข้าสู่ท่าและออกจากท่า ผ่านร่องน้ำและช่องแคบต่าง ๆ รวมถึงการบำรุงรักษาและซ่อมแซมเรือ และปฏิบัติตามกฎข้อบังคับต่าง ๆ เพื่อความปลอดภัยของลูกเรือและผู้โดยสาร ตลอดจนการจัดซื้อพัสดุเครื่องใช้สำหรับคลังเก็บของเรือ การจัดจ้างลูกเรือ การเก็บรักษาบันทึกการปฏิบัติการต่าง ๆ และการขนถ่ายสินค้าลงและขึ้นจากเรือ
3143,Aircraft pilots and related associate professionals,นักบินและผู้ประกอบวิชาชีพอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่บินและนำร่องอากาศยานให้เป็นไปตามขั้นตอนของแผนการบิน ควบคุมการปฏิบัติงานของอุปกรณ์เครื่องกล ไฟฟ้าและอิเล็กทรอนิกส์ เพื่อนำร่องอากาศยานสำหรับรับส่งผู้โดยสาร ไปรษณียภัณฑ์และสินค้า รวมทั้งปฏิบัติหน้าที่การงานต่าง ๆ ก่อนการบินขึ้นและในระหว่างการบิน
3144,Air traffic controllers,ผู้ควบคุมการจราจรทางอากาศ,ทำหน้าที่กำกับและควบคุมอากาศยานที่บินเข้าสู่และบินขึ้นจากสนามบิน รวมถึงอากาศยานที่บินอยู่ในน่านฟ้าที่กำหนด โดยใช้วิทยุ ระบบเรดาร์และไฟแสงสว่าง และให้ข้อมูลแก่ทีมนักบินและเจ้าหน้าที่เกี่ยวกับสภาพภูมิอากาศ แผนการบินและสภาพจราจรทางอากาศ รวมถึงการตรวจสอบและอนุมัติการบินและแก้ไขปัญหาในกรณีเกิดเหตุฉุกเฉิน ดำเนินการค้นหาและกู้ภัย
3145,Air traffic safety technicians,ช่างเทคนิคด้านความปลอดภัยสำหรับการจราจรทางอากาศ,ทำหน้าที่ทางเทคนิคที่เกี่ยวข้องกับการออกแบบ การพัฒนา การติดตั้ง การปฏิบัติการ การบำรุงรักษาและซ่อมแซมอุปกรณ์อิเล็กทรอนิกส์และเครื่องกลอิเล็กทรอนิกส์ของระบบควบคุมการจราจรทางอากาศและระบบการนำร่องทางอากาศ รวมทั้งให้ความช่วยเหลือทางด้านเทคนิคในการออกแบบแผนผังวงจรอินเตอร์เฟสจำเพาะของระบบนำร่อง ระบบตรวจจับและติดตามอากาศยาน
3151,Building and fire inspectors,ผู้ตรวจสอบอาคาร สิ่งปลูกสร้างและอัคคีภัย,ทำหน้าที่ในการตรวจสอบอาคาร โรงงานอุตสาหกรรม โรงแรมและสิ่งปลูกสร้างต่าง ๆ ในระหว่างและหลังจากการก่อสร้างเสร็จสิ้น เพื่อให้เป็นไปตามมาตรฐานและกฎหมายว่าด้วยการก่อสร้างอาคารต่าง ๆ ให้คำแนะนำในการติดตั้งอุปกรณ์ตรวจจับเพลิงไหม้ และระบบฉีดพ่นน้ำดับไฟ รวมถึงทำการสอบสวนสถานที่เกิดเพลิงไหม้ เพื่อหาสาเหตุของการเกิดอัคคีภัย
3152,"Safety, health and quality inspectors",ผู้ตรวจสอบด้านความปลอดภัย สุขภาพและคุณภาพ,ทำหน้าที่ในการตรวจสอบสถานที่ทำงาน ในด้านความปลอดภัยและสิ่งแวดล้อมในการทำงาน รวมถึงการตรวจสอบขั้นตอนการผลิตสินค้า ผลิตภัณฑ์สำเร็จรูปหรือชิ้นส่วนต่าง ๆ การขนส่ง การเก็บรักษาและการจำหน่าย เพื่อให้เป็นไปตามมาตรฐานด้านความปลอดภัยและคุณภาพของการผลิต ให้คำแนะนำแก่องค์กรธุรกิจและสาธารณชนในเรื่องสุขภาพ ความสะอาดบริสุทธิ์และการแยกประเภทผลิตภัณฑ์ตลอดจนให้คำแนะนำแก่ผู้ผลิตและผู้ประกอบการเกี่ยวกับมาตรฐานทางเทคนิคและสภาพของยานพาหนะ
3211,Life science technicians,เจ้าหน้าที่เทคนิคด้านวิทยาศาสตร์เกี่ยวกับสิ่งมีชีวิต,ทำหน้าที่ทางเทคนิคที่เกี่ยวกับการค้นคว้าวิจัยและพัฒนาทางชีววิทยา วิทยาศาตร์ชีวภาพ การเกษตร อุตสาหกรรม การแพทย์และสาธารณสุข จัดเตรียมวัสดุอุปกรณ์และตัวอย่างต่าง ๆ เช่น เซลล์ของพืช สัตว์และมนุษย์ ตลอดจนเนื้อเยื่อชิ้นส่วนหรืออวัยวะต่าง ๆ สำหรับการทดลอง ทดสอบและวิเคราะห์ รวมถึงการบำรุงรักษาและซ่อมแซมอุปกรณ์การค้นคว้าวิจัย
3212,Agronomy and forestry technicians,ช่างเทคนิคด้านกสิกรรมและการป่าไม้,ทำหน้าที่จัดเตรียมวัสดุอุปกรณ์และตัวอย่างต่าง ๆ เช่น เซลล์ของพืชและสัตว์ เนื้อเยื่อ ชิ้นส่วนหรืออวัยวะต่าง ๆ สำหรับการทดลอง ทดสอบและวิเคราะห์ รวมถึงการวิเคราะห์ตัวอย่างของเมล็ดพันธุ์ต่าง ๆ ในด้านคุณภาพ ความบริสุทธิ์และอัตราการงอกของเมล็ด การบำรุงรักษาและซ่อมแซมอุปกรณ์การค้นคว้าวิจัย
3213,Farming and forestry advisers,ที่ปรึกษาด้านการทำฟาร์มและการป่าไม้,ทำหน้าที่ให้ความช่วยเหลือและให้คำปรึกษาแนะนำในด้านวิทยาการที่ทันสมัยและเทคนิคต่าง ๆ ที่เกี่ยวข้องกับการเกษตรและการป่าไม้ เพื่อยกระดับคุณภาพของผลผลิต เพิ่มผลผลิตการเก็บเกี่ยวและมาตรการต่าง ๆ ในการเพิ่มประสิทธิภาพของการปฏิบัติการ รวมถึงการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม ให้คำแนะนำเกี่ยวกับมาตรการต่าง ๆ ที่จะแก้ไขปัญหา เช่น การกัดเซาะของหน้าดินการระบาดของแมลงศัตรูพืชต่าง ๆ มีการสาธิตโดยจัดการบรรยายและแจกจ่ายข้อมูลทางวิชาการ เพื่อส่งเสริมการยอมรับในวิธีการปฏิบัติและเทคนิคต่าง ๆ ให้ดีขึ้น
3221,Medical assistants,ผู้ช่วยด้านการแพทย์,ทำหน้าที่ให้คำแนะนำแก่ชุมชนและบุคคลในเรื่องการคุมกำเนิด สุขอนามัย การควบคุมอาหารและมาตรการป้องกันทางการแพทย์ ซึ่งการปฏิบัติงานดังกล่าว จะอยู่ภายใต้การนำและควบคุมดูแลของแพทย์ รวมถึงการบริการด้านสาธารณสุขในด้านต่าง ๆ เช่น การให้บริการในสถานที่ทำงานการให้บริการรักษาเฉพาะโรค สั่งยาและให้การบำบัดรักษาโรค ดำเนินการผ่าตัดง่าย ๆ
3222,"Hygienists, health and environmental officers",ผู้เชี่ยวชาญด้านสุขาภิบาล,ทำหน้าที่ให้ความช่วยเหลือและให้คำแนะนำด้านมาตรการและเทคนิคต่าง ๆ ที่เกี่ยวข้องกับสุขอนามัยของสิ่งแวดล้อม เพื่อบำรุงรักษาหรือพัฒนาคุณภาพความสะอาดและป้องกันมลภาวะของน้ำอากาศ อาหารและดินส่งเสริมมาตรการป้องกันและแก้ไขปัญหาต่าง ๆ เช่น การควบคุมพาหะของเชื้อโรคและสิ่งที่เป็นพิษในอากาศ การจัดการอาหารที่ถูกต้องกับสุขลักษณะ การกำจัดของเสียและการทำความสะอาดสถานที่สาธารณะอย่างถูกวิธี รวมทั้งการจัดงานแสดงสาธิต บรรยายและแจกจ่ายข้อมูลต่าง ๆ เกี่ยวกับสุขอนามัย
3223,Dieticians and nutritionists,นักโภชนาการและผู้เชี่ยวชาญด้านการควบคุมอาหาร,ทำหน้าที่ค้นคว้าวิจัยและปรับปรุง พัฒนาวิธีการโภชนาการ วางแผนและจัดเตรียมอาหารสำหรับผู้ป่วยในโรงพยาบาล หรือบุคคลทั่วไปในสถาบันหรือสถานประกอบการต่าง ๆ เพื่อการบำบัดหรือควบคุมอาหารสำหรับผู้ป่วยและผู้พักฟื้น รวมถึงการให้คำแนะนำเกี่ยวกับการนำหลักโภชนาการมาใช้ในการควบคุมอาหาร เพื่อการลดน้ำหนักและบำบัดรักษา
3224,Optometrists and opticians,ผู้ตรวจวัดสายตาและช่างประกอบแว่นตา (แว่นตาและเลนส์)์,ทำหน้าที่ตรวจวัดสายตา และสั่งทำแว่น คอนแทคเลนส์ หรือทำการบำบัดให้สายตาดีขึ้นให้คำแนะนำในการใช้แว่นตาและคอนแทคเลนส์ที่ถูกต้อง การให้แสงสว่างที่เหมาะสมสำหรับการทำงานและการอ่าน และการใช้อุปกรณ์เครื่องช่วยสายตาอื่น ๆ แนะนำกรณีที่ต้องการการรักษาทางการแพทย์ ให้ไปพบแพทย์ ตัดและประกอบเลนส์ตามใบสั่งลงในกรอบแว่นตาและจัดกรอบแว่นตาหรือคอนเทคเลนส์ให้เหมาะสมกับลูกค้า
3225,Dental assistants,ผู้ช่วยด้านทันตกรรม,ทำหน้าที่จัดเตรียมและดูแลเครื่องมืออุปกรณ์ทันตกรรมต่าง ๆ ช่วยผู้ป่วยในการรับการตรวจรักษาฟัน เพื่อทำการวินิจฉัยและแนะนำผู้ป่วยในการรักษา ทำความสะอาดฟัน จัดเตรียมรูโหว่และใส่วัสดุอุดฟัน จัดเตรียมวัสดุทางด้านทันตกรรม ทำการใส่สิ่งใส่เทียมและผ่าตัดในบางส่วน
3226,Physiotherapists and related associate professionals,นักกายภาพบำบัดและผู้ประกอบวิชาชีพอื่น ๆ ที่เกี่ยวข้อง,ทำหน้าที่ในการตรวจสอบเพื่อวินิจฉัยความผิดปกติของกระดูก กล้ามเนื้อและส่วนต่าง ๆของระบบหมุนเวียนหรือระบบประสาท เพื่อกำหนดวิธีการบำบัดที่ถูกต้องด้วยวิธีการนวด การใช้คลื่นอัลตราซาวนด์ ความร้อน แสงเลเซอร์และเทคนิคอื่น ๆ รวมถึงการให้คำแนะนำแก่ชุมชนหรือบุคคลในการวางท่าของร่างกายให้ถูกต้องสำหรับการทำงาน เพื่อหลีกเลี่ยงการได้รับบาดเจ็บและเคล็ดขัดยอกและใช้วิธีการบำบัดทางกายภาพในการรักษาผู้ป่วยทางจิตหรือขาดความสมดุล
3227,Veterinary assistants,ผู้ช่วยสัตวแพทย์,ทำหน้าที่ในการจัดเตรียมเครื่องมือและอุปกรณ์ต่าง ๆ ช่วยจัดเตรียมสัตว์ให้พร้อม เพื่อทำการตรวจและรักษาโรค รวมทั้งดำเนินการทางเทคนิคที่เกี่ยวข้องกับการผสมเทียมสัตว์
3228,Pharmaceutical assistants,ผู้ช่วยด้านเภสัชกรรม,ทำหน้าที่ในการจัดเตรียมอุปกรณ์และวัสดุที่ใช้ทำยา โลชั่นและส่วนผสมต่าง ๆ ภายใต้การควบคุมของเภสัชกร รวมทั้งการจัดจ่ายยา เขียนและบอกวิธีการใช้ยาตามใบสั่งของแพทย์และสัตวแพทย์ ทำความสะอาดและจัดเตรียมอุปกรณ์และภาชนะบรรจุที่ใช้ในการเตรียมและจ่ายยา (รวมถึง ผู้ช่วยเภสัชกรในโรงงานผลิตยา โรงพยาบาลและร้านจำหน่ายยา)
3229,Health associate professionals (except nursing) not elsewhere classified,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับสุขภาพแผนปัจจุบัน (ยกเว้น การพยาบาล) ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ทำหน้าที่ในการบำบัดรักษาด้วยการใช้ยา วางแผนและดำเนินการบำบัด เพื่อช่วยผู้ที่มีจิตใจไม่สมดุล เป็นโรคจิต หรือผู้ที่พิการทางร่างกาย ให้การบำบัดทางด้านการพูด ให้การรักษาด้วยวิธีออกกำลังกล้ามเนื้อดวงตา หรือให้การบำบัดด้านปัญหาในเรื่องทิศทางของคนตาบอด
3231,Nursing associate professionals,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับการพยาบาล,ทำหน้าที่ในการช่วยเหลือแพทย์และพยาบาลอาชีพ ดูแลรักษา พยาบาลและให้คำแนะนำแก่ผู้ป่วย คนพิการและบุคคลอื่น ๆ โดยการให้ยารักษาโรค ทายา แต่งบาดแผล ผ่าตัด ปฐมพยาบาลและให้การรักษาภายใต้คำสั่งแพทย์ ช่วยเตรียมผู้ป่วยโรคจิตเข้ารับการรักษาทั้งทางร่างกายและจิตใจช่วยเตรียมคนพิการด้านร่างกายและจิตใจให้ปรับตัวเข้ากับสังคม รวมถึง การดูแลรักษาพยาบาลผู้ป่วยในบ้านของผู้ป่วย
3232,Midwifery associate professionals,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับการผดุงครรภ์,ทำหน้าที่ในการช่วยเหลือผดุงครรภ์อาชีพในการทำคลอดทารก แนะนำมารดาในเรื่องอาหาร การออกกำลังกายเพื่อผ่อนคลายการตั้งครรภ์และการคลอด ดูแลมารดาหลังคลอดเพื่อแนะนำในเรื่องการพักฟื้น การดูแลเด็กแรกเกิด รวมถึงวิธีการคุมกำเนิด
